date,state,district,pincode,bio_age_5_17,bio_age_17_
06-06-2025,Delhi,New Delhi,110011,0,1
09-06-2025,Delhi,New Delhi,110001,2,10
10-06-2025,Delhi,New Delhi,110021,4,4
22-06-2025,Delhi,New Delhi,110021,0,1
04-07-2025,Delhi,New Delhi,110021,4,2
05-07-2025,Delhi,New Delhi,110023,0,1
02-07-2025,Delhi,New Delhi,110001,5,12
02-07-2025,Delhi,New Delhi,110011,0,3
02-07-2025,Delhi,New Delhi,110021,1,2
17-06-2025,Delhi,New Delhi,110001,1,12
19-06-2025,Delhi,New Delhi,110001,4,3
19-06-2025,Delhi,New Delhi,110021,1,4
28-06-2025,Delhi,New Delhi,110001,1,5
28-06-2025,Delhi,New Delhi,110021,2,3
13-06-2025,Delhi,New Delhi,110001,3,11
04-06-2025,Delhi,New Delhi,110021,6,4
16-06-2025,Delhi,New Delhi,110001,6,6
16-06-2025,Delhi,New Delhi,110023,0,1
10-07-2025,Delhi,New Delhi,110001,0,6
09-07-2025,Delhi,New Delhi,110001,4,9
09-07-2025,Delhi,New Delhi,110021,3,11
13-07-2025,Delhi,New Delhi,110021,0,2
07-07-2025,Delhi,New Delhi,110001,0,11
14-07-2025,Delhi,New Delhi,110001,1,7
14-07-2025,Delhi,New Delhi,110021,4,10
23-07-2025,Delhi,New Delhi,110021,1,3
22-07-2025,Delhi,New Delhi,110001,4,3
18-12-2025,Delhi,New Delhi,110001,10,2
17-12-2025,Delhi,New Delhi,110021,3,2
16-12-2025,Delhi,New Delhi,110023,0,1
20-12-2025,Delhi,New Delhi,110021,11,9
26-12-2025,Delhi,New Delhi,110021,3,1
01-03-2025,Delhi,New Delhi,110001,181,159
01-05-2025,Delhi,New Delhi,110001,144,163
08-11-2025,Delhi,New Delhi,110023,2,0
11-11-2025,Delhi,New Delhi,110011,0,1
15-11-2025,Delhi,New Delhi,110011,0,1
20-10-2025,Delhi,New Delhi,110001,0,1
25-10-2025,Delhi,New Delhi,110023,0,1
19-10-2025,Delhi,New Delhi,110023,0,1
22-10-2025,Delhi,New Delhi,110023,0,1
30-10-2025,Delhi,New Delhi,110023,0,1
28-10-2025,Delhi,New Delhi,110023,0,1
08-10-2025,Delhi,New Delhi,110011,0,1
01-09-2025,Delhi,New Delhi,110011,0,1
10-07-2025,Delhi,New Delhi,110023,0,2
23-06-2025,Delhi,New Delhi,110011,0,1
29-06-2025,Delhi,New Delhi,110011,0,2
28-06-2025,Delhi,New Delhi,110011,0,1
14-07-2025,Delhi,New Delhi,110023,0,2
20-06-2025,Delhi,New Delhi,110023,0,1
14-06-2025,Delhi,New Delhi,110011,0,1
08-06-2025,Delhi,New Delhi,110021,0,1
09-06-2025,Delhi,New Delhi,110021,4,5
12-06-2025,Delhi,New Delhi,110001,4,7
15-06-2025,Delhi,New Delhi,110001,0,2
18-06-2025,Delhi,New Delhi,110021,1,1
26-05-2025,Delhi,New Delhi,110001,2,11
22-05-2025,Delhi,New Delhi,110021,3,3
24-05-2025,Delhi,New Delhi,110001,4,1
28-05-2025,Delhi,New Delhi,110023,1,0
29-05-2025,Delhi,New Delhi,110021,3,3
02-06-2025,Delhi,New Delhi,110001,6,12
02-06-2025,Delhi,New Delhi,110023,0,1
01-06-2025,Delhi,New Delhi,110021,3,0
31-05-2025,Delhi,New Delhi,110011,1,1
06-06-2025,Delhi,New Delhi,110001,1,8
20-06-2025,Delhi,New Delhi,110021,5,6
27-06-2025,Delhi,New Delhi,110001,7,8
24-06-2025,Delhi,New Delhi,110021,11,3
25-06-2025,Delhi,New Delhi,110021,5,4
26-06-2025,Delhi,New Delhi,110021,3,2
29-07-2025,Delhi,New Delhi,110023,1,1
22-07-2025,Delhi,New Delhi,110023,0,6
09-08-2025,Delhi,New Delhi,110001,4,3
25-08-2025,Delhi,New Delhi,110023,0,2
15-07-2025,Delhi,New Delhi,110023,0,3
02-01-2026,Delhi,New Delhi,110021,6,5
29-12-2025,Delhi,New Delhi,110001,9,6
28-12-2025,Delhi,New Delhi,110001,3,8
24-12-2025,Delhi,New Delhi,110023,0,2
25-12-2025,Delhi,New Delhi,110001,0,4
25-12-2025,Delhi,New Delhi,110011,0,1
25-12-2025,Delhi,New Delhi,110021,0,1
10-12-2025,Delhi,New Delhi,110011,0,1
01-12-2025,Delhi,New Delhi,110011,0,1
01-12-2025,Delhi,New Delhi,110023,0,2
28-11-2025,Delhi,New Delhi,110011,0,1
21-11-2025,Delhi,New Delhi,110023,0,1
14-11-2025,Delhi,New Delhi,110023,0,2
20-09-2025,Delhi,New Delhi,110023,0,5
19-09-2025,Delhi,New Delhi,110023,0,1
13-09-2025,Delhi,New Delhi,110011,0,1
09-10-2025,Delhi,New Delhi,110023,0,1
11-10-2025,Delhi,New Delhi,110023,0,1
10-09-2025,Delhi,New Delhi,110023,0,0
02-06-2025,Delhi,New Delhi,110011,0,1
24-05-2025,Delhi,New Delhi,110023,1,2
25-05-2025,Delhi,New Delhi,110023,0,5
21-10-2025,Delhi,New Delhi,110011,2,1
05-06-2025,Delhi,New Delhi,110023,0,2
27-05-2025,Delhi,New Delhi,110011,0,3
19-07-2025,Delhi,New Delhi,110023,1,0
20-07-2025,Delhi,New Delhi,110001,1,0
21-07-2025,Delhi,New Delhi,110001,8,5
21-07-2025,Delhi,New Delhi,110021,3,9
29-07-2025,Delhi,New Delhi,110001,3,3
10-07-2025,Delhi,New Delhi,110021,2,3
25-09-2025,Delhi,New Delhi,110021,3,3
27-09-2025,Delhi,New Delhi,110021,3,2
28-09-2025,Delhi,New Delhi,110021,0,3
20-08-2025,Delhi,New Delhi,110021,3,7
24-08-2025,Delhi,New Delhi,110001,0,1
23-08-2025,Delhi,New Delhi,110001,8,7
27-08-2025,Delhi,New Delhi,110001,5,2
27-08-2025,Delhi,New Delhi,110021,4,3
08-08-2025,Delhi,New Delhi,110001,8,9
12-08-2025,Delhi,New Delhi,110001,8,6
22-07-2025,Delhi,New Delhi,110011,0,3
13-08-2025,Delhi,New Delhi,110001,6,7
02-09-2025,Delhi,New Delhi,110023,1,0
31-08-2025,Delhi,New Delhi,110021,0,2
10-09-2025,Delhi,New Delhi,110001,3,8
05-10-2025,Delhi,New Delhi,110001,1,0
07-10-2025,Delhi,New Delhi,110021,3,2
15-10-2025,Delhi,New Delhi,110001,1,6
15-10-2025,Delhi,New Delhi,110021,3,1
14-10-2025,Delhi,New Delhi,110001,1,1
14-10-2025,Delhi,New Delhi,110021,4,3
23-10-2025,Delhi,New Delhi,110023,1,1
03-07-2025,Delhi,New Delhi,110001,2,10
04-07-2025,Delhi,New Delhi,110011,0,2
27-07-2025,Delhi,New Delhi,110021,2,0
30-07-2025,Delhi,New Delhi,110001,3,8
31-07-2025,Delhi,New Delhi,110001,5,6
01-07-2025,Delhi,New Delhi,110001,7,9
29-06-2025,Delhi,New Delhi,110001,0,1
30-06-2025,Delhi,New Delhi,110001,4,7
07-07-2025,Delhi,New Delhi,110011,0,1
06-07-2025,Delhi,New Delhi,110001,0,2
13-09-2025,Delhi,New Delhi,110021,3,3
12-09-2025,Delhi,New Delhi,110001,7,6
16-09-2025,Delhi,New Delhi,110001,5,6
18-09-2025,Delhi,New Delhi,110021,7,8
18-09-2025,Delhi,New Delhi,110023,1,0
17-09-2025,Delhi,New Delhi,110023,0,1
15-09-2025,Delhi,New Delhi,110011,1,0
15-09-2025,Delhi,New Delhi,110021,7,6
19-09-2025,Delhi,New Delhi,110001,10,5
22-09-2025,Delhi,New Delhi,110001,5,6
22-08-2025,Delhi,New Delhi,110001,11,9
22-08-2025,Delhi,New Delhi,110021,2,4
26-08-2025,Delhi,New Delhi,110011,0,1
01-09-2025,Delhi,New Delhi,110001,5,4
15-07-2025,Delhi,New Delhi,110001,1,8
05-08-2025,Delhi,New Delhi,110001,5,3
05-08-2025,Delhi,New Delhi,110021,5,3
30-08-2025,Delhi,New Delhi,110001,12,2
29-10-2025,Delhi,New Delhi,110001,4,3
05-11-2025,Delhi,New Delhi,110001,0,1
31-10-2025,Delhi,New Delhi,110011,0,1
31-10-2025,Delhi,New Delhi,110021,5,3
02-11-2025,Delhi,New Delhi,110021,2,2
23-11-2025,Delhi,New Delhi,110021,0,1
10-12-2025,Delhi,New Delhi,110023,0,1
08-11-2025,Delhi,New Delhi,110001,7,2
03-12-2025,Delhi,New Delhi,110023,1,0
02-12-2025,Delhi,New Delhi,110021,1,5
21-11-2025,Delhi,New Delhi,110001,14,3
22-11-2025,Delhi,New Delhi,110021,3,4
18-11-2025,Delhi,New Delhi,110021,8,4
18-11-2025,Delhi,New Delhi,110023,1,0
19-11-2025,Delhi,New Delhi,110011,0,1
13-11-2025,Delhi,New Delhi,110001,5,5
20-11-2025,Delhi,New Delhi,110021,2,7
07-11-2025,Delhi,New Delhi,110001,8,3
10-11-2025,Delhi,New Delhi,110021,3,3
11-11-2025,Delhi,New Delhi,110001,2,7
11-11-2025,Delhi,New Delhi,110021,3,1
15-11-2025,Delhi,New Delhi,110021,6,2
15-11-2025,Delhi,New Delhi,110023,2,0
16-11-2025,Delhi,New Delhi,110001,2,1
17-11-2025,Delhi,New Delhi,110001,12,6
01-12-2025,Delhi,New Delhi,110001,4,8
28-11-2025,Delhi,New Delhi,110023,0,1
18-12-2025,Delhi,New Delhi,110021,6,2
13-12-2025,Delhi,New Delhi,110021,15,4
17-12-2025,Delhi,New Delhi,110001,5,6
19-12-2025,Delhi,New Delhi,110021,6,5
19-12-2025,Delhi,New Delhi,110023,0,2
20-12-2025,Delhi,New Delhi,110001,16,4
22-12-2025,Delhi,New Delhi,110021,4,2
26-12-2025,Delhi,New Delhi,110023,0,1
