date,state,district,pincode,age_0_5,age_5_17,age_18_greater
08-09-2025,Rajasthan,Jaipur,302001,3,0,0
08-09-2025,Rajasthan,Jaipur,302019,2,1,0
08-09-2025,Rajasthan,Jaipur,302028,3,0,0
08-09-2025,Rajasthan,Jaipur,303005,16,3,0
08-09-2025,Rajasthan,Jaipur,303009,6,1,0
08-09-2025,Rajasthan,Jaipur,303012,4,2,0
08-09-2025,Rajasthan,Jaipur,303102,1,1,0
08-09-2025,Rajasthan,Jaipur,303105,4,3,0
08-09-2025,Rajasthan,Jaipur,303107,4,0,0
08-09-2025,Rajasthan,Jaipur,303120,2,2,0
08-09-2025,Rajasthan,Jaipur,303305,2,2,0
08-09-2025,Rajasthan,Jaipur,303712,15,1,0
09-09-2025,Rajasthan,Jaipur,302004,7,2,0
09-09-2025,Rajasthan,Jaipur,302011,0,1,0
09-09-2025,Rajasthan,Jaipur,302012,12,5,0
09-09-2025,Rajasthan,Jaipur,302017,7,9,0
09-09-2025,Rajasthan,Jaipur,302021,3,0,0
09-09-2025,Rajasthan,Jaipur,303001,2,0,0
09-09-2025,Rajasthan,Jaipur,303004,1,0,0
09-09-2025,Rajasthan,Jaipur,303007,2,2,0
09-09-2025,Rajasthan,Jaipur,303009,4,0,0
09-09-2025,Rajasthan,Jaipur,303012,7,3,0
09-09-2025,Rajasthan,Jaipur,303105,9,3,0
09-09-2025,Rajasthan,Jaipur,303302,3,0,0
09-09-2025,Rajasthan,Jaipur,303305,5,0,0
09-09-2025,Rajasthan,Jaipur,303601,14,0,0
09-09-2025,Rajasthan,Jaipur,303701,3,1,0
09-09-2025,Rajasthan,Jaipur,303712,11,6,0
09-09-2025,Rajasthan,Jaipur,303802,1,1,0
10-09-2025,Rajasthan,Jaipur,302004,7,1,0
10-09-2025,Rajasthan,Jaipur,302012,14,3,0
10-09-2025,Rajasthan,Jaipur,302017,13,6,2
10-09-2025,Rajasthan,Jaipur,302021,10,1,0
10-09-2025,Rajasthan,Jaipur,302029,7,3,0
10-09-2025,Rajasthan,Jaipur,303006,6,1,0
10-09-2025,Rajasthan,Jaipur,303104,5,2,0
10-09-2025,Rajasthan,Jaipur,303107,3,0,0
10-09-2025,Rajasthan,Jaipur,303301,6,1,0
10-09-2025,Rajasthan,Jaipur,303338,7,1,0
10-09-2025,Rajasthan,Jaipur,303701,1,2,0
10-09-2025,Rajasthan,Jaipur,303706,1,0,0
10-09-2025,Rajasthan,Jaipur,303807,6,0,0
11-09-2025,Rajasthan,Jaipur,302021,5,1,0
11-09-2025,Rajasthan,Jaipur,302024,0,1,0
11-09-2025,Rajasthan,Jaipur,302027,3,4,0
11-09-2025,Rajasthan,Jaipur,302029,12,6,0
11-09-2025,Rajasthan,Jaipur,302031,7,1,0
11-09-2025,Rajasthan,Jaipur,303001,1,1,0
11-09-2025,Rajasthan,Jaipur,303008,7,0,0
11-09-2025,Rajasthan,Jaipur,303104,7,3,0
11-09-2025,Rajasthan,Jaipur,303110,1,2,0
11-09-2025,Rajasthan,Jaipur,303305,3,1,0
11-09-2025,Rajasthan,Jaipur,303328,3,3,0
11-09-2025,Rajasthan,Jaipur,303338,4,3,0
11-09-2025,Rajasthan,Jaipur,303702,6,1,0
11-09-2025,Rajasthan,Jaipur,303712,3,0,0
11-09-2025,Rajasthan,Jaipur,303801,2,1,0
11-09-2025,Rajasthan,Jaipur,303803,3,0,0
11-09-2025,Rajasthan,Jaipur,303806,3,3,0
11-09-2025,Rajasthan,Jaipur,303901,8,3,0
11-09-2025,Rajasthan,Jaipur,303908,6,0,0
14-09-2025,Rajasthan,Jaipur,302015,1,0,0
14-09-2025,Rajasthan,Jaipur,302018,3,1,0
14-09-2025,Rajasthan,Jaipur,302020,0,1,0
14-09-2025,Rajasthan,Jaipur,302025,1,0,0
14-09-2025,Rajasthan,Jaipur,302027,8,3,0
14-09-2025,Rajasthan,Jaipur,302029,2,3,0
14-09-2025,Rajasthan,Jaipur,302033,4,1,0
14-09-2025,Rajasthan,Jaipur,303005,3,0,0
14-09-2025,Rajasthan,Jaipur,303109,2,0,0
14-09-2025,Rajasthan,Jaipur,303120,10,1,0
14-09-2025,Rajasthan,Jaipur,303348,1,0,0
14-09-2025,Rajasthan,Jaipur,303803,9,0,0
12-09-2025,Rajasthan,Jaipur,302001,9,4,0
12-09-2025,Rajasthan,Jaipur,302002,9,1,0
12-09-2025,Rajasthan,Jaipur,302003,6,5,0
12-09-2025,Rajasthan,Jaipur,302004,5,4,0
12-09-2025,Rajasthan,Jaipur,302005,1,0,0
12-09-2025,Rajasthan,Jaipur,302013,3,0,0
12-09-2025,Rajasthan,Jaipur,302020,8,5,0
12-09-2025,Rajasthan,Jaipur,302026,4,1,0
12-09-2025,Rajasthan,Jaipur,302029,6,7,0
12-09-2025,Rajasthan,Jaipur,302031,7,2,0
12-09-2025,Rajasthan,Jaipur,302033,5,3,0
12-09-2025,Rajasthan,Jaipur,303007,10,1,0
12-09-2025,Rajasthan,Jaipur,303009,7,1,0
12-09-2025,Rajasthan,Jaipur,303012,4,2,0
12-09-2025,Rajasthan,Jaipur,303102,3,1,0
12-09-2025,Rajasthan,Jaipur,303107,2,1,0
12-09-2025,Rajasthan,Jaipur,303108,8,4,0
12-09-2025,Rajasthan,Jaipur,303338,8,1,0
12-09-2025,Rajasthan,Jaipur,303601,2,2,0
12-09-2025,Rajasthan,Jaipur,303602,4,3,0
12-09-2025,Rajasthan,Jaipur,303704,1,3,0
12-09-2025,Rajasthan,Jaipur,303706,4,2,0
12-09-2025,Rajasthan,Jaipur,303712,10,2,0
12-09-2025,Rajasthan,Jaipur,303803,3,0,0
12-09-2025,Rajasthan,Jaipur,303904,1,3,0
13-09-2025,Rajasthan,Jaipur,302006,5,1,0
13-09-2025,Rajasthan,Jaipur,302015,6,0,0
13-09-2025,Rajasthan,Jaipur,302017,8,3,0
13-09-2025,Rajasthan,Jaipur,302027,6,0,0
13-09-2025,Rajasthan,Jaipur,302028,4,1,0
13-09-2025,Rajasthan,Jaipur,302031,7,5,0
13-09-2025,Rajasthan,Jaipur,302032,2,0,0
13-09-2025,Rajasthan,Jaipur,302037,1,0,0
13-09-2025,Rajasthan,Jaipur,303104,5,2,0
13-09-2025,Rajasthan,Jaipur,303109,4,5,0
13-09-2025,Rajasthan,Jaipur,303110,2,0,0
13-09-2025,Rajasthan,Jaipur,303119,2,0,0
13-09-2025,Rajasthan,Jaipur,303305,1,2,0
13-09-2025,Rajasthan,Jaipur,303601,4,0,0
13-09-2025,Rajasthan,Jaipur,303604,6,3,0
15-09-2025,Rajasthan,Jaipur,302004,6,4,0
15-09-2025,Rajasthan,Jaipur,302012,15,13,0
15-09-2025,Rajasthan,Jaipur,302017,5,4,0
15-09-2025,Rajasthan,Jaipur,302020,3,1,0
15-09-2025,Rajasthan,Jaipur,302021,8,2,0
15-09-2025,Rajasthan,Jaipur,302028,7,1,0
15-09-2025,Rajasthan,Jaipur,303007,1,0,0
15-09-2025,Rajasthan,Jaipur,303012,6,0,0
15-09-2025,Rajasthan,Jaipur,303302,5,0,0
15-09-2025,Rajasthan,Jaipur,303348,1,3,0
15-09-2025,Rajasthan,Jaipur,303701,1,1,0
15-09-2025,Rajasthan,Jaipur,303702,2,1,0
15-09-2025,Rajasthan,Jaipur,303901,6,1,0
16-09-2025,Rajasthan,Jaipur,302003,9,2,0
16-09-2025,Rajasthan,Jaipur,302028,4,2,0
16-09-2025,Rajasthan,Jaipur,303012,6,3,0
16-09-2025,Rajasthan,Jaipur,303103,11,2,0
16-09-2025,Rajasthan,Jaipur,303105,3,4,0
16-09-2025,Rajasthan,Jaipur,303305,2,2,0
16-09-2025,Rajasthan,Jaipur,303328,3,3,0
16-09-2025,Rajasthan,Jaipur,303338,7,4,0
16-09-2025,Rajasthan,Jaipur,303601,1,0,0
16-09-2025,Rajasthan,Jaipur,303603,7,1,0
16-09-2025,Rajasthan,Jaipur,303702,5,1,0
16-09-2025,Rajasthan,Jaipur,303803,2,2,0
16-09-2025,Rajasthan,Jaipur,303805,7,4,0
17-09-2025,Rajasthan,Jaipur,302027,1,2,0
17-09-2025,Rajasthan,Jaipur,303001,1,0,0
17-09-2025,Rajasthan,Jaipur,303005,5,2,0
17-09-2025,Rajasthan,Jaipur,303007,6,0,0
17-09-2025,Rajasthan,Jaipur,303008,8,3,0
17-09-2025,Rajasthan,Jaipur,303009,5,0,0
17-09-2025,Rajasthan,Jaipur,303102,2,0,0
17-09-2025,Rajasthan,Jaipur,303103,7,2,0
17-09-2025,Rajasthan,Jaipur,303121,0,1,0
17-09-2025,Rajasthan,Jaipur,303328,3,1,0
17-09-2025,Rajasthan,Jaipur,303507,2,1,0
17-09-2025,Rajasthan,Jaipur,303604,2,1,0
17-09-2025,Rajasthan,Jaipur,303905,1,0,0
18-09-2025,Rajasthan,Jaipur,302012,13,12,0
18-09-2025,Rajasthan,Jaipur,302023,2,1,0
18-09-2025,Rajasthan,Jaipur,302033,4,2,0
18-09-2025,Rajasthan,Jaipur,303002,1,1,0
18-09-2025,Rajasthan,Jaipur,303003,4,4,0
18-09-2025,Rajasthan,Jaipur,303102,2,3,0
18-09-2025,Rajasthan,Jaipur,303104,5,4,0
18-09-2025,Rajasthan,Jaipur,303107,4,1,0
18-09-2025,Rajasthan,Jaipur,303119,2,2,0
18-09-2025,Rajasthan,Jaipur,303120,3,1,0
18-09-2025,Rajasthan,Jaipur,303601,3,1,0
18-09-2025,Rajasthan,Jaipur,303603,4,1,0
18-09-2025,Rajasthan,Jaipur,303908,5,1,0
19-09-2025,Rajasthan,Jaipur,302002,7,1,0
19-09-2025,Rajasthan,Jaipur,302005,2,0,0
19-09-2025,Rajasthan,Jaipur,302015,2,2,0
19-09-2025,Rajasthan,Jaipur,302016,8,4,0
19-09-2025,Rajasthan,Jaipur,303008,3,3,0
19-09-2025,Rajasthan,Jaipur,303009,2,1,0
19-09-2025,Rajasthan,Jaipur,303104,4,1,0
19-09-2025,Rajasthan,Jaipur,303107,2,2,0
19-09-2025,Rajasthan,Jaipur,303305,2,2,0
19-09-2025,Rajasthan,Jaipur,303908,0,1,0
20-09-2025,Rajasthan,Jaipur,302002,6,0,0
20-09-2025,Rajasthan,Jaipur,302004,2,3,0
20-09-2025,Rajasthan,Jaipur,302015,2,0,0
20-09-2025,Rajasthan,Jaipur,302018,2,2,0
20-09-2025,Rajasthan,Jaipur,302023,1,0,0
20-09-2025,Rajasthan,Jaipur,302034,3,0,0
20-09-2025,Rajasthan,Jaipur,302037,2,0,0
20-09-2025,Rajasthan,Jaipur,303001,5,2,0
20-09-2025,Rajasthan,Jaipur,303012,0,1,0
20-09-2025,Rajasthan,Jaipur,303108,5,0,0
20-09-2025,Rajasthan,Jaipur,303604,2,2,0
20-09-2025,Rajasthan,Jaipur,303807,2,1,0
20-09-2025,Rajasthan,Jaipur,303901,1,4,0
22-09-2025,Rajasthan,Jaipur,302001,1,0,0
22-09-2025,Rajasthan,Jaipur,302004,1,1,0
22-09-2025,Rajasthan,Jaipur,302017,1,0,0
22-09-2025,Rajasthan,Jaipur,302021,1,1,0
22-09-2025,Rajasthan,Jaipur,302028,1,0,0
22-09-2025,Rajasthan,Jaipur,303603,0,1,0
21-09-2025,Rajasthan,Jaipur,302003,1,0,0
21-09-2025,Rajasthan,Jaipur,302019,1,0,0
21-09-2025,Rajasthan,Jaipur,303328,0,1,0
21-09-2025,Rajasthan,Jaipur,303706,0,1,0
25-09-2025,Rajasthan,Jaipur,302003,5,4,0
25-09-2025,Rajasthan,Jaipur,302004,4,1,0
25-09-2025,Rajasthan,Jaipur,302015,4,1,0
25-09-2025,Rajasthan,Jaipur,302039,1,2,0
25-09-2025,Rajasthan,Jaipur,303712,1,2,0
25-09-2025,Rajasthan,Jaipur,303901,2,1,0
25-09-2025,Rajasthan,Jaipur,303903,0,4,0
25-09-2025,Rajasthan,Jaipur,303904,0,1,0
23-09-2025,Rajasthan,Jaipur,302017,8,0,0
23-09-2025,Rajasthan,Jaipur,302021,3,4,0
23-09-2025,Rajasthan,Jaipur,302026,0,3,0
23-09-2025,Rajasthan,Jaipur,303005,0,2,0
23-09-2025,Rajasthan,Jaipur,303007,2,1,0
23-09-2025,Rajasthan,Jaipur,303105,2,2,0
23-09-2025,Rajasthan,Jaipur,303110,1,0,0
23-09-2025,Rajasthan,Jaipur,303119,1,0,0
23-09-2025,Rajasthan,Jaipur,303712,2,3,0
24-09-2025,Rajasthan,Jaipur,302018,6,2,0
24-09-2025,Rajasthan,Jaipur,302019,1,1,0
24-09-2025,Rajasthan,Jaipur,302039,7,2,0
24-09-2025,Rajasthan,Jaipur,303001,2,0,0
24-09-2025,Rajasthan,Jaipur,303005,5,0,0
24-09-2025,Rajasthan,Jaipur,303008,3,5,0
24-09-2025,Rajasthan,Jaipur,303012,1,1,0
24-09-2025,Rajasthan,Jaipur,303108,8,2,0
24-09-2025,Rajasthan,Jaipur,303338,2,1,0
24-09-2025,Rajasthan,Jaipur,303701,1,1,0
24-09-2025,Rajasthan,Jaipur,303801,2,4,0
24-09-2025,Rajasthan,Jaipur,303802,1,0,0
27-09-2025,Rajasthan,Jaipur,302020,5,2,0
27-09-2025,Rajasthan,Jaipur,302037,0,1,0
27-09-2025,Rajasthan,Jaipur,303104,1,3,0
27-09-2025,Rajasthan,Jaipur,303305,0,2,0
26-09-2025,Rajasthan,Jaipur,302002,3,0,0
26-09-2025,Rajasthan,Jaipur,302012,9,2,0
26-09-2025,Rajasthan,Jaipur,302013,1,0,0
26-09-2025,Rajasthan,Jaipur,303001,3,3,0
26-09-2025,Rajasthan,Jaipur,303005,2,1,0
26-09-2025,Rajasthan,Jaipur,303009,1,0,0
26-09-2025,Rajasthan,Jaipur,303328,2,1,0
26-09-2025,Rajasthan,Jaipur,303701,1,1,0
26-09-2025,Rajasthan,Jaipur,303805,3,4,0
28-09-2025,Rajasthan,Jaipur,302004,1,0,0
28-09-2025,Rajasthan,Jaipur,302015,1,0,0
28-09-2025,Rajasthan,Jaipur,302016,1,0,0
28-09-2025,Rajasthan,Jaipur,302021,0,1,0
28-09-2025,Rajasthan,Jaipur,303109,1,0,0
28-09-2025,Rajasthan,Jaipur,303604,1,0,0
29-09-2025,Rajasthan,Jaipur,302002,1,0,0
29-09-2025,Rajasthan,Jaipur,303009,1,0,0
29-09-2025,Rajasthan,Jaipur,303012,0,1,0
29-09-2025,Rajasthan,Jaipur,303328,1,0,0
29-09-2025,Rajasthan,Jaipur,303807,1,0,0
30-09-2025,Rajasthan,Jaipur,302026,0,1,0
26-10-2025,Rajasthan,Jaipur,302002,2,2,0
26-10-2025,Rajasthan,Jaipur,302003,1,0,1
26-10-2025,Rajasthan,Jaipur,302034,1,0,0
26-10-2025,Rajasthan,Jaipur,303001,2,0,0
26-10-2025,Rajasthan,Jaipur,303003,3,2,0
26-10-2025,Rajasthan,Jaipur,303103,1,2,0
26-10-2025,Rajasthan,Jaipur,303107,1,0,0
26-10-2025,Rajasthan,Jaipur,303119,1,0,0
26-10-2025,Rajasthan,Jaipur,303806,0,1,0
13-10-2025,Rajasthan,Jaipur,302013,2,4,0
13-10-2025,Rajasthan,Jaipur,302022,3,0,0
13-10-2025,Rajasthan,Jaipur,303001,5,1,0
13-10-2025,Rajasthan,Jaipur,303103,7,0,0
13-10-2025,Rajasthan,Jaipur,303107,0,3,0
13-10-2025,Rajasthan,Jaipur,303301,3,1,0
13-10-2025,Rajasthan,Jaipur,303602,0,1,0
13-10-2025,Rajasthan,Jaipur,303712,5,3,0
13-10-2025,Rajasthan,Jaipur,303801,5,0,0
13-10-2025,Rajasthan,Jaipur,303805,1,2,0
13-10-2025,Rajasthan,Jaipur,303903,2,1,0
13-10-2025,Rajasthan,Jaipur,303904,1,1,0
16-10-2025,Rajasthan,Jaipur,302021,3,0,0
16-10-2025,Rajasthan,Jaipur,302022,2,1,0
16-10-2025,Rajasthan,Jaipur,302028,3,2,0
16-10-2025,Rajasthan,Jaipur,302031,1,2,0
16-10-2025,Rajasthan,Jaipur,302033,0,1,0
16-10-2025,Rajasthan,Jaipur,303001,1,1,0
16-10-2025,Rajasthan,Jaipur,303002,1,3,0
16-10-2025,Rajasthan,Jaipur,303704,1,1,0
15-10-2025,Rajasthan,Jaipur,302002,14,1,0
15-10-2025,Rajasthan,Jaipur,302004,5,2,0
15-10-2025,Rajasthan,Jaipur,302033,3,1,1
15-10-2025,Rajasthan,Jaipur,303006,1,1,0
15-10-2025,Rajasthan,Jaipur,303103,5,1,0
15-10-2025,Rajasthan,Jaipur,303110,0,2,0
15-10-2025,Rajasthan,Jaipur,303328,2,1,0
15-10-2025,Rajasthan,Jaipur,303804,0,2,0
15-10-2025,Rajasthan,Jaipur,303908,3,2,0
17-10-2025,Rajasthan,Jaipur,302001,5,1,0
17-10-2025,Rajasthan,Jaipur,302022,1,0,0
17-10-2025,Rajasthan,Jaipur,302028,9,1,0
17-10-2025,Rajasthan,Jaipur,303003,3,1,0
17-10-2025,Rajasthan,Jaipur,303007,8,0,0
17-10-2025,Rajasthan,Jaipur,303103,9,4,0
17-10-2025,Rajasthan,Jaipur,303105,3,2,0
17-10-2025,Rajasthan,Jaipur,303804,1,1,0
17-10-2025,Rajasthan,Jaipur,303901,6,2,0
17-10-2025,Rajasthan,Jaipur,303903,2,1,0
20-10-2025,Rajasthan,Jaipur,302011,0,1,0
20-10-2025,Rajasthan,Jaipur,302027,2,0,0
20-10-2025,Rajasthan,Jaipur,303003,0,1,0
20-10-2025,Rajasthan,Jaipur,303007,1,0,0
20-10-2025,Rajasthan,Jaipur,303103,0,1,0
20-10-2025,Rajasthan,Jaipur,303604,0,1,0
19-10-2025,Rajasthan,Jaipur,302004,5,0,0
19-10-2025,Rajasthan,Jaipur,302015,1,0,0
19-10-2025,Rajasthan,Jaipur,302026,1,1,0
19-10-2025,Rajasthan,Jaipur,302027,4,5,0
19-10-2025,Rajasthan,Jaipur,302031,5,0,0
19-10-2025,Rajasthan,Jaipur,303001,3,1,0
19-10-2025,Rajasthan,Jaipur,303102,1,0,0
19-10-2025,Rajasthan,Jaipur,303107,1,1,0
19-10-2025,Rajasthan,Jaipur,303119,1,0,0
19-10-2025,Rajasthan,Jaipur,303804,5,1,0
19-10-2025,Rajasthan,Jaipur,303806,3,0,0
19-10-2025,Rajasthan,Jaipur,303904,2,1,0
18-10-2025,Rajasthan,Jaipur,302003,3,0,0
18-10-2025,Rajasthan,Jaipur,302012,8,5,1
18-10-2025,Rajasthan,Jaipur,302020,3,0,0
18-10-2025,Rajasthan,Jaipur,303008,7,1,0
18-10-2025,Rajasthan,Jaipur,303328,1,3,0
18-10-2025,Rajasthan,Jaipur,303602,1,0,0
18-10-2025,Rajasthan,Jaipur,303908,3,1,0
24-10-2025,Rajasthan,Jaipur,302001,1,0,0
24-10-2025,Rajasthan,Jaipur,302004,2,0,0
24-10-2025,Rajasthan,Jaipur,302020,4,0,0
24-10-2025,Rajasthan,Jaipur,302029,3,1,0
24-10-2025,Rajasthan,Jaipur,302033,3,0,0
24-10-2025,Rajasthan,Jaipur,303104,1,0,0
24-10-2025,Rajasthan,Jaipur,303105,1,0,0
24-10-2025,Rajasthan,Jaipur,303106,5,1,0
24-10-2025,Rajasthan,Jaipur,303348,1,0,0
24-10-2025,Rajasthan,Jaipur,303602,2,0,0
24-10-2025,Rajasthan,Jaipur,303903,1,0,0
24-10-2025,Rajasthan,Jaipur,303905,2,0,0
21-10-2025,Rajasthan,Jaipur,303119,1,0,0
21-10-2025,Rajasthan,Jaipur,303301,0,1,0
27-10-2025,Rajasthan,Jaipur,302001,2,0,0
27-10-2025,Rajasthan,Jaipur,302002,2,0,0
27-10-2025,Rajasthan,Jaipur,302013,2,1,0
27-10-2025,Rajasthan,Jaipur,302015,1,0,0
27-10-2025,Rajasthan,Jaipur,302027,4,1,0
27-10-2025,Rajasthan,Jaipur,302031,1,1,0
27-10-2025,Rajasthan,Jaipur,302034,1,0,0
27-10-2025,Rajasthan,Jaipur,303104,0,1,0
27-10-2025,Rajasthan,Jaipur,303106,2,2,0
27-10-2025,Rajasthan,Jaipur,303108,2,0,0
27-10-2025,Rajasthan,Jaipur,303338,1,1,0
27-10-2025,Rajasthan,Jaipur,303602,1,0,0
27-10-2025,Rajasthan,Jaipur,303603,0,1,0
25-10-2025,Rajasthan,Jaipur,302013,0,1,0
25-10-2025,Rajasthan,Jaipur,302018,2,1,0
25-10-2025,Rajasthan,Jaipur,302019,0,1,0
25-10-2025,Rajasthan,Jaipur,302021,2,1,0
25-10-2025,Rajasthan,Jaipur,302027,2,0,0
25-10-2025,Rajasthan,Jaipur,302029,4,1,0
25-10-2025,Rajasthan,Jaipur,302031,1,0,0
25-10-2025,Rajasthan,Jaipur,302033,5,1,0
25-10-2025,Rajasthan,Jaipur,303103,3,2,0
25-10-2025,Rajasthan,Jaipur,303106,2,1,0
25-10-2025,Rajasthan,Jaipur,303119,1,0,0
25-10-2025,Rajasthan,Jaipur,303305,1,0,0
25-10-2025,Rajasthan,Jaipur,303507,1,0,0
25-10-2025,Rajasthan,Jaipur,303603,7,1,0
25-10-2025,Rajasthan,Jaipur,303702,2,2,0
25-10-2025,Rajasthan,Jaipur,303806,3,0,0
28-10-2025,Rajasthan,Jaipur,302004,2,1,0
28-10-2025,Rajasthan,Jaipur,302006,1,2,0
28-10-2025,Rajasthan,Jaipur,302015,1,1,0
28-10-2025,Rajasthan,Jaipur,302033,2,0,0
28-10-2025,Rajasthan,Jaipur,303007,2,2,0
28-10-2025,Rajasthan,Jaipur,303009,2,0,0
28-10-2025,Rajasthan,Jaipur,303102,2,3,0
28-10-2025,Rajasthan,Jaipur,303105,3,3,0
28-10-2025,Rajasthan,Jaipur,303603,1,1,0
28-10-2025,Rajasthan,Jaipur,303701,1,0,0
28-10-2025,Rajasthan,Jaipur,303901,2,3,0
28-10-2025,Rajasthan,Jaipur,303905,1,0,0
29-10-2025,Rajasthan,Jaipur,302020,3,0,0
29-10-2025,Rajasthan,Jaipur,302028,4,1,0
29-10-2025,Rajasthan,Jaipur,302029,4,0,0
29-10-2025,Rajasthan,Jaipur,302034,1,1,0
29-10-2025,Rajasthan,Jaipur,303005,2,0,0
